model,dataset,method,id,true_label,true_cwe,true_lines,pred_label,pred_cwe,pred_lines,retrieved_mistake_ids,retrieved_scores,retrieved_error_types,retrieved_true_cwes,retrieved_pred_cwes,raw
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,798-4,1,798,[13],0,,[],"[""798-4"", ""522-8"", ""522-9""]","[0.9951745784652988, 0.6206790239681927, 0.09703033497873874]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(798), np.int64(522), np.int64(522)]""","[NaN, 89.0, 89.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,798-5,1,798,[144],1,89.0,"[42, 52, 57]","[""798-8"", ""628-4"", ""522-10""]","[0.9919768412810779, 0.629969456769464, 0.6085184171534992]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(798), np.int64(628), np.int64(522)]""","[89.0, NaN, 89.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 42,
        ""cwe"": 89,
        ""message"": ""SQL Injection vulnerability due to use of user input directly in SQL query."",
        ""line_content"": ""snprintf(sql, sizeof(sql), \""SELECT * FROM users WHERE username = '%s'\"", username);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 52,
        ""cwe"": 628,
        ""message"": ""Potential buffer overflow in 'fgets' call due to fixed size buffer."",
        ""line_content"": ""fgets(username, sizeof(username), stdin);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 57,
        ""cwe"": 628,
        ""message"": ""Potential buffer overflow in 'fgets' call due to fixed size buffer."",
        ""line_content"": ""fgets(password, sizeof(password), stdin);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,798-6,1,798,[54],1,312.0,"[24, 32]","[""628-4"", ""798-8"", ""369-3""]","[0.862092149059598, 0.7024091139493012, 0.28331694271178376]","[""false_negative"", ""false_positive"", ""false_negative""]","""[np.int64(628), np.int64(798), np.int64(369)]""","[NaN, 89.0, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 24,
        ""cwe"": 312,
        ""message"": ""Hardcoded secret detected. The password '5f004f22114ef74d6c237da41af0cf694f6d01c10ecf3ccb4d198573fcafa3fe' should not be hardcoded."",
        ""line_content"": ""if (!strcmp(password, \""5f004f22114ef74d6c237da41af0cf694f6d01c10ecf3ccb4d198573fcafa3fe\"")) {""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 32,
        ""cwe"": 78,
        ""message"": ""Potential buffer overflow due to use of fgets without proper bounds checking."",
        ""line_content"": ""fgets(password, sizeof(password), stdin);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,798-7,0,798,[],0,,[],"[""798-4"", ""522-8"", ""798-9""]","[0.5569990728371822, 0.41214307025844327, 0.32266543872621717]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(798), np.int64(522), np.int64(798)]""","[NaN, 89.0, 327.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,798-8,0,798,[],1,89.0,[40],"[""798-8"", ""628-4"", ""522-10""]","[0.9990639116069444, 0.6259383282917415, 0.606319164762207]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(798), np.int64(628), np.int64(522)]""","[89.0, NaN, 89.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 40,
        ""cwe"": 89,
        ""message"": ""SQL Injection vulnerability due to use of user input in SQL query without proper sanitization."",
        ""line_content"": ""snprintf(sql, sizeof(sql), \""SELECT * FROM users WHERE username = '%s'\"", username);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 40,
        ""cwe"": 78,
        ""message"": ""Cross-Site Scripting (XSS) vulnerability due to direct inclusion of user input in the HTML output."",
        ""line_content"": ""printf(\""<h1>Welcome, %s</h1>\"", username);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,798-9,0,798,[],0,,[],"[""798-9"", ""798-1"", ""253-8""]","[0.9984802221975593, 0.7564572726233929, 0.2644043374960275]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(798), np.int64(798), np.int64(253)]""","[327.0, NaN, 78.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,798-10,0,798,[],0,,[],"[""798-10"", ""628-8"", ""628-9""]","[0.9665551325541548, 0.16555178955666483, 0.16537952808185907]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(798), np.int64(628), np.int64(628)]""","[89.0, 89.0, 89.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,822-1,1,822,"[5, 20, 24, 27]",1,190.0,"[11, 14]","[""415-5"", ""415-9"", ""401-4""]","[0.608007080115761, 0.279372733298797, 0.2724333895386857]","[""false_negative"", ""false_positive"", ""false_negative""]","""[np.int64(415), np.int64(415), np.int64(401)]""","[NaN, 190.0, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 11,
        ""cwe"": 190,
        ""message"": ""Integer overflow in 'scanf' function call."",
        ""line_content"": ""printf(\""Enter a number: \"");""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 14,
        ""cwe"": 415,
        ""message"": ""Potential use-after-free vulnerability due to pointer reuse after deallocation."",
        ""line_content"": ""free(ptr);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,822-2,1,822,"[5, 6, 24, 27]",1,415.0,"[14, 15]","[""415-5"", ""787-8"", ""401-4""]","[0.5638946420598325, 0.4475405551050567, 0.44160857761709155]","[""false_negative"", ""false_positive"", ""false_negative""]","""[np.int64(415), np.int64(787), np.int64(401)]""","[NaN, 190.0, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 14,
        ""cwe"": 415,
        ""message"": ""Potential use-after-free vulnerability due to freeing 'x' after 'ptr' has been reassigned."",
        ""line_content"": ""free(ptr);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 15,
        ""cwe"": 415,
        ""message"": ""Potential use-after-free vulnerability due to freeing 'x' after 'ptr' has been reassigned."",
        ""line_content"": ""free(x);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,822-3,1,822,"[15, 26, 28, 30]",1,190.0,[14],"[""415-5"", ""134-7"", ""78-7""]","[0.4791304097579177, 0.32704631234959936, 0.2486189292290304]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(415), np.int64(134), np.int64(78)]""","[NaN, 89.0, 78.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 14,
        ""cwe"": 190,
        ""message"": ""Integer overflow can occur when adding 'number' to 'ptr'. This can lead to undefined behavior."",
        ""line_content"": ""ptr += number;""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 14,
        ""cwe"": 190,
        ""message"": ""Potential buffer overflow if 'number' is large enough to cause 'ptr' to point outside the allocated memory."",
        ""line_content"": ""ptr += number;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,822-4,1,822,"[20, 25, 29, 35]",0,,[],"[""362-5"", ""253-8"", ""22-10""]","[0.3896973234118906, 0.3784153551793606, 0.3499613195302533]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(362), np.int64(253), np.int64(22)]""","[NaN, 78.0, 78.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,822-5,1,822,"[16, 21, 25, 31]",1,415.0,[10],"[""415-5"", ""401-4"", ""401-10""]","[0.5424529693827433, 0.26720834969917046, 0.2573115472888077]","[""false_negative"", ""false_negative"", ""false_positive""]","""[np.int64(415), np.int64(401), np.int64(401)]""","[NaN, NaN, 416.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 10,
        ""cwe"": 415,
        ""message"": ""Potential buffer overflow due to use of uninitialized memory."",
        ""line_content"": ""return (int*)val;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,822-6,1,822,[61],0,,[],"[""822-10"", ""617-7"", ""617-10""]","[0.9821107719004306, 0.968742708008621, 0.9649665014210593]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(822), np.int64(617), np.int64(617)]""","[190.0, 190.0, 680.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,822-7,0,822,[],0,,[],"[""822-7"", ""401-10"", ""415-7""]","[0.947110997407371, 0.1873523261195022, 0.18179742847350944]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(822), np.int64(401), np.int64(415)]""","[339.0, 416.0, 68.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,822-8,0,822,[],0,,[],"[""401-10"", ""415-7"", ""415-8""]","[0.5696686552084974, 0.5499085656765164, 0.546745743233153]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(401), np.int64(415), np.int64(415)]""","[416.0, 68.0, 68.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,822-9,0,822,[],0,,[],"[""415-5"", ""401-4"", ""401-10""]","[0.6852809088016277, 0.34337395781254526, 0.3255275978503075]","[""false_negative"", ""false_negative"", ""false_positive""]","""[np.int64(415), np.int64(401), np.int64(401)]""","[NaN, NaN, 416.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,822-10,0,822,[],0,,[],"[""822-10"", ""617-10"", ""617-7""]","[0.9970909741319632, 0.9706795389434326, 0.9528821212669726]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(822), np.int64(617), np.int64(617)]""","[190.0, 680.0, 190.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,835-1,1,835,[4],0,,[],"[""835-1"", ""835-2"", ""835-6""]","[0.8812159238249396, 0.5530737465891341, 0.46758864666790395]","[""false_negative"", ""false_negative"", ""false_negative""]","""[np.int64(835), np.int64(835), np.int64(835)]""","[NaN, NaN, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,835-2,1,835,[6],0,,[],"[""835-2"", ""835-6"", ""416-10""]","[0.8990508871121345, 0.5900787496507767, 0.5842541233129356]","[""false_negative"", ""false_negative"", ""false_positive""]","""[np.int64(835), np.int64(835), np.int64(416)]""","[NaN, NaN, 416.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,835-3,1,835,[4],1,488.0,[4],"[""617-4"", ""787-7"", ""476-7""]","[0.5036652879830994, 0.4833667188357062, 0.4805422783804576]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(617), np.int64(787), np.int64(476)]""","[NaN, 680.0, 680.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 4,
        ""cwe"": 488,
        ""message"": ""Infinite loop condition always evaluates to true."",
        ""line_content"": ""for (long long int i = 0; i > -1; i++) {""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,835-4,1,835,"[6, 8]",0,,[],"[""617-4"", ""787-10"", ""125-9""]","[0.6326897543413107, 0.5991322227807124, 0.5943969372802596]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(617), np.int64(787), np.int64(125)]""","[NaN, 190.0, 190.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,835-5,1,835,"[11, 14]",1,400.0,[10],"[""617-4"", ""787-7"", ""787-10""]","[0.6604365386041952, 0.5825478312672744, 0.578154834932989]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(617), np.int64(787), np.int64(787)]""","[NaN, 680.0, 190.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 10,
        ""cwe"": 400,
        ""message"": ""Infinite loop can lead to resource exhaustion."",
        ""line_content"": ""while (i >= 0)""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,835-6,1,835,[13],0,,[],"[""835-6"", ""835-2"", ""415-7""]","[0.9253637947894086, 0.5496434997174374, 0.4419023454698904]","[""false_negative"", ""false_negative"", ""false_positive""]","""[np.int64(835), np.int64(835), np.int64(415)]""","[NaN, NaN, 68.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,835-7,0,835,[],0,,[],"[""835-1"", ""835-2"", ""835-6""]","[0.8544465624924464, 0.5531749252302038, 0.4667522099455483]","[""false_negative"", ""false_negative"", ""false_negative""]","""[np.int64(835), np.int64(835), np.int64(835)]""","[NaN, NaN, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,835-8,0,835,[],0,,[],"[""835-2"", ""416-10"", ""835-6""]","[0.8632096552467619, 0.5720657964961205, 0.570008317433039]","[""false_negative"", ""false_positive"", ""false_negative""]","""[np.int64(835), np.int64(416), np.int64(835)]""","[NaN, 416.0, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,835-9,0,835,[],0,,[],"[""617-4"", ""787-7"", ""787-10""]","[0.6466614018000678, 0.5740215772839055, 0.5681718316245583]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(617), np.int64(787), np.int64(787)]""","[NaN, 680.0, 190.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,835-10,0,835,[],0,,[],"[""835-6"", ""416-10"", ""401-6""]","[0.823139816632641, 0.6802278278730833, 0.6747887898727343]","[""false_negative"", ""false_positive"", ""false_negative""]","""[np.int64(835), np.int64(416), np.int64(401)]""","[NaN, 416.0, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,843-1,1,843,"[15, 25]",1,401.0,"[14, 20]","[""253-10"", ""89-10"", ""253-4""]","[0.3263094211505437, 0.2827237683578037, 0.27415115069760865]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(253), np.int64(89), np.int64(253)]""","[78.0, 89.0, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 14,
        ""cwe"": 401,
        ""message"": ""Potential buffer overflow due to fixed-size array."",
        ""line_content"": ""char name[20];""
    },
    {
        ""severity"": ""High"",
        ""line"": 20,
        ""cwe"": 401,
        ""message"": ""Potential buffer overflow due to fixed-size array."",
        ""line_content"": ""char description[50];""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,843-2,1,843,"[5, 13]",0,,[],"[""843-2"", ""401-6"", ""415-7""]","[0.9613020660114384, 0.31819992496406363, 0.31369250021724265]","[""false_negative"", ""false_negative"", ""false_positive""]","""[np.int64(843), np.int64(401), np.int64(415)]""","[NaN, NaN, 68.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,843-3,1,843,"[6, 11]",1,190.0,[6],"[""134-9"", ""134-8"", ""253-8""]","[0.46355594075461914, 0.42415041107099677, 0.282105666751093]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(134), np.int64(134), np.int64(253)]""","[190.0, 89.0, 78.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 6,
        ""cwe"": 190,
        ""message"": ""Buffer overflow detected. The buffer 'buffer' has a size of 8 bytes, but 'strcpy' writes more than 8 bytes including the null terminator."",
        ""line_content"": ""strcpy(buffer, \""!\"");""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,843-4,1,843,[19],1,68.0,[17],"[""843-2"", ""401-5"", ""401-8""]","[0.6503400518182846, 0.2968324177791924, 0.29164943970400703]","[""false_negative"", ""false_negative"", ""false_positive""]","""[np.int64(843), np.int64(401), np.int64(401)]""","[NaN, NaN, 69.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 17,
        ""cwe"": 68,
        ""message"": ""Potential buffer overflow due to use of uninitialized memory."",
        ""line_content"": ""printNum(b.integer);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,843-5,1,843,"[12, 14, 15]",0,,[],"[""843-5"", ""401-4"", ""190-1""]","[0.9941579527660388, 0.3496019713564163, 0.2996244993146258]","[""false_negative"", ""false_negative"", ""false_negative""]","""[np.int64(843), np.int64(401), np.int64(190)]""","[NaN, NaN, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,843-6,1,843,"[3, 14]",1,401.0,[5],"[""843-2"", ""761-8"", ""401-6""]","[0.931141614147034, 0.3723239635010955, 0.32352639523033067]","[""false_negative"", ""false_positive"", ""false_negative""]","""[np.int64(843), np.int64(761), np.int64(401)]""","[NaN, 415.0, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 5,
        ""cwe"": 401,
        ""message"": ""Potential buffer overflow due to casting integer to pointer."",
        ""line_content"": ""*(int*)&i""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,843-7,0,843,[],0,,[],"[""843-7"", ""843-5"", ""843-2""]","[0.9389756494854703, 0.3005102516248824, 0.2287806834389255]","[""false_positive"", ""false_negative"", ""false_negative""]","""[np.int64(843), np.int64(843), np.int64(843)]""","[357.0, NaN, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,843-8,0,843,[],0,,[],"[""843-2"", ""401-6"", ""415-7""]","[0.9613020660114384, 0.31819992496406363, 0.31369250021724265]","[""false_negative"", ""false_negative"", ""false_positive""]","""[np.int64(843), np.int64(401), np.int64(415)]""","[NaN, NaN, 68.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,843-9,0,843,[],0,,[],"[""843-2"", ""401-6"", ""401-5""]","[0.7940331608827944, 0.3054575439076405, 0.3042895377740101]","[""false_negative"", ""false_negative"", ""false_negative""]","""[np.int64(843), np.int64(401), np.int64(401)]""","[NaN, NaN, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,843-10,0,843,[],0,,[],"[""843-2"", ""761-8"", ""401-6""]","[0.9223108120262726, 0.34047470187604156, 0.294248076630308]","[""false_negative"", ""false_positive"", ""false_negative""]","""[np.int64(843), np.int64(761), np.int64(401)]""","[NaN, 415.0, NaN]","```json
[]
```"
